,uid,タイトル字数,タイトル語数,タイトル名詞数,原稿字数,原稿語数,原稿異なり語数,原稿名詞数,原稿異なり名詞数,原稿文数,文平均字数,文平均語数,文平均名詞数
497,sj_71b05495be4912f5,9,4,3,2663.0,1296.0,541.0,671.0,415.0,112.0,22.785714285714285,11.571428571428571,5.991071428571429
519,sj_0fc06f41c5142445,14,6,4,3532.0,1823.0,519.0,626.0,374.0,170.0,19.78235294117647,10.723529411764705,3.676470588235294
521,sj_776886750b34067a,14,5,4,1017.0,477.0,239.0,220.0,167.0,73.0,12.945205479452055,6.534246575342466,3.0136986301369864
535,sj_6f24bb94df412a4c,9,4,3,821.0,384.0,201.0,215.0,153.0,59.0,12.932203389830509,6.508474576271187,3.6610169491525424
541,sj_71ab6a9294fb1410,15,4,3,1909.0,928.0,345.0,383.0,253.0,112.0,16.053571428571427,8.285714285714286,3.4107142857142856
545,sj_3a4c8c83255e46c1,9,4,3,1362.0,656.0,316.0,355.0,226.0,86.0,14.848837209302326,7.616279069767442,4.1395348837209305
547,sj_abbabc62b2549349,26,12,7,1959.0,957.0,395.0,497.0,294.0,92.0,20.304347826086957,10.402173913043478,5.4021739130434785
552,sj_802acab78d61e5cc,8,3,3,1452.0,661.0,331.0,336.0,242.0,89.0,15.325842696629213,7.426966292134831,3.752808988764045
555,sj_e521cb8b91e6aa00,22,11,6,1810.0,888.0,385.0,392.0,252.0,97.0,17.670103092783506,9.1340206185567,4.030927835051546
567,sj_499e388ec2aca167,23,12,8,616.0,295.0,135.0,180.0,108.0,37.0,15.675675675675675,7.972972972972973,4.864864864864865
584,sj_08ffaff999c92352,9,4,3,1415.0,675.0,305.0,353.0,219.0,84.0,15.857142857142858,8.035714285714286,4.2023809523809526
588,sj_51d99fff2eaa63f7,9,4,3,2640.0,1282.0,542.0,663.0,416.0,106.0,23.91509433962264,12.09433962264151,6.254716981132075
622,sj_c6fb41a8664c928b,14,5,4,1852.0,958.0,380.0,410.0,263.0,79.0,22.455696202531644,12.126582278481013,5.189873417721519
628,sj_edb48973cd1e66b3,26,14,9,1462.0,725.0,271.0,408.0,189.0,66.0,21.166666666666668,10.984848484848484,6.181818181818182
633,sj_52a2fc34e0e90f0f,31,11,5,1695.0,888.0,375.0,414.0,260.0,85.0,18.95294117647059,10.447058823529412,4.870588235294117
634,sj_8b559cf4ee2af903,30,11,8,1173.0,562.0,289.0,306.0,210.0,68.0,16.264705882352942,8.264705882352942,4.4411764705882355
635,sj_14889c6ea97cbc3d,52,18,11,1678.0,800.0,348.0,405.0,252.0,100.0,15.79,7.98,4.03
637,sj_378e72825c4f294c,23,8,6,1346.0,629.0,341.0,389.0,267.0,91.0,13.802197802197803,6.923076923076923,4.274725274725275
639,sj_d6105ca086b75eac,54,19,12,1743.0,843.0,355.0,442.0,270.0,103.0,15.932038834951456,8.16504854368932,4.271844660194175
640,sj_d6105ca086b75eac,54,19,12,1742.0,843.0,354.0,442.0,270.0,103.0,15.922330097087379,8.16504854368932,4.271844660194175
641,sj_6b00c6b42e5a9360,42,17,12,1419.0,646.0,309.0,352.0,218.0,96.0,13.791666666666666,6.71875,3.6666666666666665
643,sj_14889c6ea97cbc3d,52,18,11,1678.0,801.0,348.0,406.0,253.0,100.0,15.79,7.99,4.04
644,sj_93f2b42821bc7cb4,14,5,5,1218.0,580.0,286.0,326.0,210.0,52.0,22.442307692307693,11.153846153846153,6.269230769230769
648,sj_e2afce3b86b20838,29,6,6,2670.0,1429.0,485.0,689.0,340.0,106.0,24.19811320754717,13.481132075471699,6.5
652,sj_1a7f000b3ca97394,48,18,13,1715.0,817.0,389.0,414.0,280.0,124.0,12.838709677419354,6.588709677419355,3.338709677419355
653,sj_e2afce3b86b20838,29,6,6,2670.0,1429.0,485.0,689.0,340.0,106.0,24.19811320754717,13.481132075471699,6.5
654,sj_92e18314abf4c0ba,23,11,6,1028.0,499.0,230.0,298.0,181.0,58.0,16.74137931034483,8.60344827586207,5.137931034482759
656,sj_f31852a91c2ce935,26,8,5,1795.0,842.0,352.0,384.0,254.0,109.0,15.477064220183486,7.724770642201835,3.5045871559633026
659,sj_daa6b0dfe6c5894b,12,6,4,1056.0,497.0,269.0,244.0,191.0,62.0,16.048387096774192,8.016129032258064,3.935483870967742
661,sj_9e155593dd77c93b,24,13,9,1530.0,713.0,332.0,388.0,252.0,108.0,13.175925925925926,6.601851851851852,3.611111111111111
662,sj_0f524226c5daa807,27,15,10,1307.0,600.0,302.0,349.0,230.0,98.0,12.346938775510203,6.122448979591836,3.561224489795918
663,sj_87e9b0ba08cf2e86,18,5,5,957.0,493.0,253.0,243.0,180.0,57.0,15.807017543859649,8.649122807017545,4.2631578947368425
665,sj_533fd0d395dfb31b,49,19,13,1686.0,795.0,379.0,414.0,277.0,121.0,12.942148760330578,6.570247933884297,3.4049586776859506
666,sj_ebe39d321969b8b6,48,18,13,1583.0,743.0,363.0,401.0,271.0,117.0,12.538461538461538,6.35042735042735,3.4358974358974357
672,sj_780481472507ac66,13,6,4,901.0,394.0,228.0,232.0,169.0,67.0,12.462686567164178,5.880597014925373,3.462686567164179
673,sj_428ff4fb56bfb7ef,12,6,4,996.0,458.0,245.0,222.0,170.0,57.0,16.49122807017544,8.035087719298245,3.8947368421052633
674,sj_5a75c0722588064d,22,12,8,1080.0,533.0,214.0,263.0,126.0,71.0,14.225352112676056,7.52112676056338,3.7183098591549295
676,sj_6b00c6b42e5a9360,42,17,12,1419.0,646.0,309.0,352.0,218.0,96.0,13.791666666666666,6.71875,3.6666666666666665
678,sj_a75e62ebcd39f472,28,16,9,1109.0,557.0,248.0,340.0,191.0,58.0,18.137931034482758,9.60344827586207,5.862068965517241
15,sj_25508c63ac0fb5c1,13,4,3,602.0,289.0,157.0,142.0,101.0,44.0,12.704545454545455,6.568181818181818,3.227272727272727
16,sj_5053445908413eff,38,23,12,2452.0,1284.0,481.0,541.0,324.0,105.0,22.36190476190476,12.228571428571428,5.152380952380953
17,sj_10111946176d35c0,22,10,6,1098.0,550.0,265.0,282.0,178.0,54.0,19.35185185185185,10.185185185185185,5.222222222222222
18,sj_319db5d641e2d7d2,6,2,2,513.0,213.0,143.0,137.0,102.0,17.0,29.235294117647058,12.529411764705882,8.058823529411764
19,sj_b6fa5ef57c07d29a,11,4,4,2436.0,1264.0,451.0,540.0,297.0,88.0,26.693181818181817,14.363636363636363,6.136363636363637
20,sj_afd8b65dc44291e2,6,2,2,547.0,225.0,152.0,150.0,112.0,18.0,29.444444444444443,12.5,8.333333333333334
21,sj_ae8d61c6753ad96b,22,11,8,1614.0,783.0,292.0,461.0,219.0,76.0,20.25,10.302631578947368,6.065789473684211
22,sj_8ee0993b96df9182,6,2,2,518.0,224.0,146.0,148.0,107.0,17.0,29.529411764705884,13.176470588235293,8.705882352941176
23,sj_076180043baab910,90,42,27,2255.0,1141.0,447.0,501.0,302.0,100.0,21.56,11.41,5.01
24,sj_82d900aae4d4562d,18,8,6,1371.0,654.0,273.0,371.0,194.0,82.0,15.731707317073171,7.975609756097561,4.560975609756097
25,sj_bf192d55fa2a5925,16,7,5,881.0,402.0,211.0,259.0,150.0,56.0,14.75,7.178571428571429,4.625
26,sj_368f08da46ab6c6b,6,2,2,596.0,242.0,150.0,160.0,112.0,20.0,28.85,12.1,8.05
27,sj_5ea8fd70b4ab8486,14,4,3,1142.0,616.0,266.0,270.0,167.0,65.0,16.584615384615386,9.476923076923077,4.1692307692307695
28,sj_e06aa5d9411fe099,27,13,8,2159.0,1028.0,429.0,466.0,308.0,93.0,22.225806451612904,11.053763440860216,5.010752688172043
29,sj_9f34d28ea64404c2,26,10,8,1327.0,675.0,314.0,341.0,223.0,64.0,19.75,10.546875,5.328125
30,sj_12f4d551bcae7020,20,8,6,1017.0,467.0,256.0,232.0,181.0,59.0,16.25423728813559,7.915254237288136,3.9322033898305087
31,sj_8919a0cbb96afc26,37,16,8,1804.0,917.0,365.0,380.0,236.0,87.0,19.74712643678161,10.540229885057471,4.35632183908046
32,sj_48ca3b1bf9341783,37,16,12,1492.0,787.0,326.0,335.0,225.0,54.0,26.64814814814815,14.574074074074074,6.203703703703703
34,sj_eb9e1655e3477017,13,4,3,568.0,272.0,157.0,133.0,106.0,44.0,11.931818181818182,6.181818181818182,3.022727272727273
35,sj_3d6908c63d27deac,13,4,3,572.0,278.0,161.0,136.0,107.0,44.0,12.022727272727273,6.318181818181818,3.090909090909091
36,sj_1b2f5b751b8e3f5a,53,27,13,792.0,380.0,224.0,204.0,159.0,26.0,29.5,14.653846153846153,7.846153846153846
37,sj_dcbd58ffec6cb052,42,23,13,1278.0,594.0,267.0,264.0,184.0,74.0,16.283783783783782,8.013513513513514,3.554054054054054
38,sj_dae2c03a819a6e05,16,7,5,601.0,302.0,167.0,175.0,135.0,44.0,12.681818181818182,6.863636363636363,3.977272727272727
39,sj_8bd038b1631d0510,42,23,13,1241.0,579.0,265.0,254.0,182.0,72.0,16.25,8.027777777777779,3.513888888888889
41,sj_7052f248ed4cc6af,18,7,5,851.0,435.0,236.0,209.0,163.0,58.0,13.689655172413794,7.5,3.6379310344827585
42,sj_10bc37f5fdffd43a,25,11,8,661.0,284.0,170.0,167.0,122.0,44.0,14.045454545454545,6.454545454545454,3.7954545454545454
43,sj_3d91ba52565652ae,15,9,6,1556.0,742.0,338.0,362.0,232.0,103.0,14.116504854368932,7.203883495145631,3.5145631067961167
44,sj_928a8ba80b2a4c4d,14,10,6,1519.0,700.0,341.0,357.0,244.0,95.0,15.0,7.368421052631579,3.7578947368421054
46,sj_bc388e26a023046c,11,4,3,2189.0,1076.0,407.0,423.0,287.0,117.0,17.71794871794872,9.196581196581196,3.6153846153846154
62,sj_3822ba2fd60f33e0,25,9,7,1252.0,568.0,273.0,304.0,203.0,62.0,19.20967741935484,9.161290322580646,4.903225806451613
63,sj_3352ae7e265cf6b3,20,6,4,2159.0,1028.0,429.0,466.0,308.0,93.0,22.225806451612904,11.053763440860216,5.010752688172043
64,sj_a7b566a808e2542c,17,4,3,2283.0,1108.0,454.0,509.0,329.0,102.0,21.392156862745097,10.862745098039216,4.990196078431373
69,sj_ca649622d6f86744,11,4,2,2648.0,1309.0,507.0,601.0,350.0,142.0,17.654929577464788,9.211267605633802,4.225352112676056
71,sj_ef989a5a55e2f1d5,5,1,1,875.0,461.0,234.0,203.0,155.0,48.0,17.25,9.604166666666666,4.229166666666667
73,sj_34bf7907a36919b3,11,4,2,587.0,239.0,145.0,177.0,122.0,72.0,7.166666666666667,3.3194444444444446,2.4583333333333335
85,sj_beeb19cb7555a1d5,16,4,4,2524.0,1241.0,486.0,626.0,365.0,104.0,23.278846153846153,11.932692307692308,6.019230769230769
88,sj_4d04c8337e9f5902,29,10,7,2011.0,963.0,401.0,427.0,275.0,110.0,17.29090909090909,8.754545454545454,3.881818181818182
89,sj_3822ba2fd60f33e0,25,9,7,1254.0,569.0,274.0,304.0,203.0,62.0,19.241935483870968,9.17741935483871,4.903225806451613
91,sj_ecca78120aff9177,28,14,9,1867.0,911.0,401.0,458.0,293.0,118.0,14.830508474576272,7.720338983050848,3.8813559322033897
103,sj_5ea8fd70b4ab8486,14,4,3,1142.0,616.0,266.0,270.0,167.0,65.0,16.584615384615386,9.476923076923077,4.1692307692307695
115,sj_6b2d3f3756759ddc,24,9,5,1559.0,758.0,320.0,285.0,215.0,88.0,16.727272727272727,8.613636363636363,3.2386363636363638
134,sj_8be65b5c4cefe53e,33,14,11,5328.0,2907.0,862.0,1138.0,563.0,117.0,44.547008547008545,24.854700854700855,9.735042735042734
152,sj_d4cf32cd5dcdb2a7,14,10,6,1579.0,725.0,357.0,371.0,256.0,100.0,14.8,7.25,3.71
154,sj_1d4bcda2ba298581,15,9,6,1561.0,743.0,339.0,363.0,233.0,103.0,14.16504854368932,7.213592233009709,3.5242718446601944
158,sj_564c5f405c5e6fcd,17,4,4,945.0,447.0,231.0,228.0,165.0,66.0,13.333333333333334,6.787878787878788,3.4545454545454546
159,sj_bc388e26a023046c,11,4,3,2149.0,1057.0,399.0,412.0,280.0,114.0,17.859649122807017,9.271929824561404,3.6140350877192984
164,sj_c7c2298b5e30512b,14,5,4,3076.0,1648.0,501.0,660.0,381.0,201.0,14.308457711442786,8.199004975124378,3.27363184079602
202,sj_83cd1d0fca2fc9d9,16,6,3,3910.0,1985.0,660.0,870.0,473.0,134.0,28.186567164179106,14.813432835820896,6.5
289,sj_98763dbad9dfcb50,25,14,10,342.0,164.0,103.0,103.0,80.0,24.0,13.291666666666666,6.833333333333333,4.291666666666667
292,sj_1a4660fee778efae,26,11,5,1075.0,471.0,251.0,224.0,170.0,59.0,17.23728813559322,8.016949152542374,3.7796610169491527
299,sj_e244484567829747,3,2,2,2451.0,1212.0,490.0,591.0,371.0,122.0,19.098360655737704,9.926229508196721,4.852459016393443
301,sj_ca649622d6f86744,11,4,2,2648.0,1309.0,507.0,601.0,350.0,142.0,17.654929577464788,9.211267605633802,4.225352112676056
303,sj_ef989a5a55e2f1d5,5,1,1,875.0,461.0,234.0,203.0,155.0,48.0,17.25,9.604166666666666,4.229166666666667
314,sj_586587396f32d62f,49,22,14,2198.0,1177.0,308.0,341.0,193.0,104.0,20.14423076923077,11.317307692307692,3.2788461538461537
320,sj_acc71da75768c940,28,9,5,919.0,416.0,214.0,210.0,147.0,52.0,16.692307692307693,8.0,4.038461538461538
323,sj_e6426e068fa61a17,9,2,2,965.0,510.0,259.0,224.0,172.0,52.0,17.576923076923077,9.807692307692308,4.3076923076923075
324,sj_db9797ef5a3e2fdd,57,26,16,2156.0,1159.0,299.0,327.0,185.0,100.0,20.57,11.59,3.27
325,sj_c4e40ad65e1ef744,9,2,2,879.0,382.0,232.0,223.0,174.0,68.0,11.941176470588236,5.617647058823529,3.2794117647058822
327,sj_218d9cd7a095470c,30,15,12,1408.0,688.0,317.0,310.0,211.0,55.0,24.618181818181817,12.50909090909091,5.636363636363637
328,sj_8be65b5c4cefe53e,33,14,11,5330.0,2908.0,863.0,1138.0,563.0,117.0,44.56410256410256,24.863247863247864,9.735042735042734
329,sj_10bc37f5fdffd43a,25,11,8,661.0,284.0,170.0,167.0,122.0,44.0,14.045454545454545,6.454545454545454,3.7954545454545454
330,sj_539edc301062c291,22,12,8,796.0,367.0,207.0,211.0,147.0,52.0,14.326923076923077,7.0576923076923075,4.0576923076923075
331,sj_3cebe12659ac0149,14,5,3,2257.0,1163.0,443.0,500.0,296.0,92.0,23.543478260869566,12.641304347826088,5.445652173913044
332,sj_740948253ed7fc4f,48,25,15,4328.0,2251.0,703.0,1018.0,498.0,142.0,29.485915492957748,15.852112676056338,7.169014084507042
333,sj_96c53ac11654bc98,21,10,5,668.0,324.0,196.0,184.0,142.0,41.0,15.317073170731707,7.902439024390244,4.487804878048781
335,sj_9463ec44c3b3ade7,17,7,6,897.0,440.0,232.0,206.0,156.0,56.0,15.035714285714286,7.857142857142857,3.6785714285714284
336,sj_0940900de0f14fa0,9,4,3,2754.0,1302.0,518.0,661.0,388.0,156.0,16.66025641025641,8.346153846153847,4.243589743589744
337,sj_555bec6effdf887f,9,4,3,2615.0,1256.0,506.0,641.0,379.0,151.0,16.32450331125828,8.311258278145695,4.251655629139073
338,sj_b92ce94010b8c54a,22,10,7,1302.0,660.0,301.0,345.0,220.0,76.0,16.144736842105264,8.68421052631579,4.5394736842105265
339,sj_3443357a1b0d0257,18,9,6,865.0,437.0,241.0,222.0,166.0,54.0,15.037037037037036,8.092592592592593,4.111111111111111
340,sj_6853be85903cfab9,21,9,7,766.0,365.0,173.0,213.0,113.0,58.0,12.224137931034482,6.293103448275862,3.6724137931034484
400,sj_4d403df4dd42cecb,11,5,4,2788.0,1346.0,409.0,661.0,285.0,118.0,22.635593220338983,11.40677966101695,5.601694915254237
413,sj_ed656c037235a4a9,20,9,5,3811.0,2088.0,663.0,838.0,440.0,165.0,22.1030303030303,12.642424242424243,5.078787878787879
419,sj_06e9e71bce970157,34,12,8,1199.0,574.0,286.0,282.0,204.0,79.0,14.189873417721518,7.265822784810126,3.569620253164557
420,sj_69f05f5238995bce,22,7,7,2528.0,1232.0,486.0,627.0,365.0,112.0,21.580357142857142,11.0,5.598214285714286
431,sj_368f08da46ab6c6b,6,2,2,596.0,242.0,150.0,160.0,112.0,20.0,28.85,12.1,8.05
432,sj_12f4d551bcae7020,20,8,6,961.0,440.0,237.0,216.0,166.0,54.0,16.814814814814813,8.148148148148149,4.0
441,sj_3822ba2fd60f33e0,25,9,7,1252.0,568.0,273.0,304.0,203.0,62.0,19.20967741935484,9.161290322580646,4.903225806451613
450,sj_10bc37f5fdffd43a,25,11,8,661.0,284.0,170.0,167.0,122.0,44.0,14.045454545454545,6.454545454545454,3.7954545454545454
451,sj_31ba3854b0da0100,36,19,11,1494.0,712.0,287.0,321.0,197.0,99.0,14.1010101010101,7.191919191919192,3.242424242424242
452,sj_e8d1940abc4eae3c,15,9,6,1506.0,718.0,323.0,349.0,221.0,98.0,14.377551020408163,7.326530612244898,3.561224489795918
453,sj_c0a76f131dbf9727,22,11,8,1757.0,832.0,421.0,404.0,299.0,90.0,18.533333333333335,9.244444444444444,4.488888888888889
454,sj_714e0b923c261461,10,3,3,1018.0,489.0,228.0,237.0,166.0,44.0,22.15909090909091,11.090909090909092,5.340909090909091
456,sj_4d04c8337e9f5902,29,10,7,2011.0,963.0,401.0,427.0,275.0,110.0,17.29090909090909,8.754545454545454,3.881818181818182
458,sj_bc388e26a023046c,11,4,3,2189.0,1076.0,407.0,423.0,287.0,117.0,17.71794871794872,9.196581196581196,3.6153846153846154
459,sj_a03c178a8b615cd4,30,11,8,2096.0,1007.0,418.0,456.0,289.0,115.0,17.234782608695653,8.756521739130434,3.965217391304348
460,sj_665dc43431722dfd,11,4,3,1449.0,737.0,272.0,396.0,184.0,81.0,16.901234567901234,9.074074074074074,4.888888888888889
461,sj_618956de1db0bc83,20,11,6,1356.0,655.0,287.0,299.0,192.0,97.0,12.989690721649485,6.752577319587629,3.0721649484536084
462,sj_70889a3493c1983a,19,7,5,955.0,430.0,235.0,225.0,163.0,60.0,14.933333333333334,7.166666666666667,3.75
497,sj_a1bfd2fa7fd9caec,27,7,5,1691.0,764.0,358.0,485.0,283.0,110.0,14.381818181818181,6.927272727272728,4.390909090909091
498,sj_d38ba6d24ebe974d,35,12,8,1231.0,595.0,299.0,293.0,213.0,82.0,14.024390243902438,7.2560975609756095,3.573170731707317
499,sj_60c8d549a226b34e,35,12,8,1231.0,595.0,299.0,293.0,213.0,82.0,14.024390243902438,7.2560975609756095,3.573170731707317
500,sj_85c99d7ad9a3b322,38,12,8,1236.0,594.0,298.0,293.0,213.0,82.0,14.085365853658537,7.2439024390243905,3.573170731707317
501,sj_f4af47fcd18ea4c6,35,12,8,1230.0,594.0,298.0,293.0,213.0,82.0,14.012195121951219,7.2439024390243905,3.573170731707317
502,sj_0664bec234ec2e1b,34,12,8,1186.0,573.0,285.0,281.0,203.0,79.0,14.025316455696203,7.253164556962025,3.5569620253164556
503,sj_a45406d86b27b315,34,12,8,1186.0,573.0,285.0,281.0,203.0,79.0,14.025316455696203,7.253164556962025,3.5569620253164556
504,sj_45abfb2658c150c8,34,12,8,1186.0,573.0,285.0,281.0,203.0,79.0,14.025316455696203,7.253164556962025,3.5569620253164556
505,sj_291eea1a76d57411,33,12,8,1226.0,594.0,298.0,293.0,213.0,82.0,13.963414634146341,7.2439024390243905,3.573170731707317
506,sj_9346c0a481109a16,33,12,8,1184.0,573.0,285.0,281.0,203.0,79.0,14.0,7.253164556962025,3.5569620253164556
507,sj_af172f623b4fea01,42,17,11,778.0,369.0,221.0,197.0,148.0,45.0,16.31111111111111,8.177777777777777,4.355555555555555
508,sj_ed3671957c364c71,35,12,8,1191.0,573.0,285.0,281.0,203.0,79.0,14.08860759493671,7.253164556962025,3.5569620253164556
509,sj_368f08da46ab6c6b,6,2,2,596.0,242.0,150.0,160.0,112.0,20.0,28.85,12.1,8.05
512,sj_110e52c64b4a0420,39,14,9,3077.0,1512.0,593.0,798.0,462.0,176.0,16.488636363636363,8.590909090909092,4.5397727272727275
513,sj_4d04c8337e9f5902,29,10,7,2011.0,963.0,401.0,427.0,275.0,110.0,17.29090909090909,8.754545454545454,3.881818181818182
517,sj_a60284c9b0f813f9,41,14,9,2883.0,1369.0,538.0,702.0,413.0,176.0,15.386363636363637,7.778409090909091,3.9943181818181817
518,sj_a03c178a8b615cd4,30,11,8,2043.0,980.0,403.0,440.0,277.0,110.0,17.581818181818182,8.909090909090908,4.0
519,sj_3822ba2fd60f33e0,25,9,7,1252.0,568.0,273.0,304.0,203.0,62.0,19.20967741935484,9.161290322580646,4.903225806451613
520,sj_3850d4610faa6f4b,27,14,8,1405.0,667.0,284.0,383.0,211.0,82.0,16.146341463414632,8.134146341463415,4.670731707317073
521,sj_316e79f75f6c5025,20,8,4,3197.0,1683.0,501.0,689.0,382.0,211.0,14.156398104265403,7.976303317535545,3.255924170616114
522,sj_187b167b178b9ac9,12,6,3,3202.0,1684.0,501.0,690.0,382.0,211.0,14.180094786729859,7.981042654028436,3.2606635071090047
523,sj_0661ede6b07dd15b,24,8,6,3264.0,1712.0,519.0,699.0,397.0,215.0,14.186046511627907,7.962790697674419,3.2418604651162792
525,sj_6bb4d0212582135f,24,8,5,3143.0,1657.0,488.0,674.0,372.0,206.0,14.262135922330097,8.04368932038835,3.262135922330097
591,sj_368f08da46ab6c6b,6,2,2,596.0,242.0,150.0,160.0,112.0,20.0,28.85,12.1,8.05
593,sj_12f4d551bcae7020,20,8,6,1015.0,467.0,255.0,232.0,181.0,59.0,16.220338983050848,7.915254237288136,3.9322033898305087
602,sj_12f4d551bcae7020,20,8,6,1015.0,467.0,255.0,232.0,181.0,59.0,16.220338983050848,7.915254237288136,3.9322033898305087
606,sj_8be65b5c4cefe53e,33,14,11,5328.0,2907.0,862.0,1138.0,563.0,117.0,44.547008547008545,24.854700854700855,9.735042735042734
607,sj_3822ba2fd60f33e0,25,9,7,1305.0,595.0,290.0,320.0,217.0,67.0,18.492537313432837,8.880597014925373,4.776119402985074
608,sj_618956de1db0bc83,20,11,6,1411.0,681.0,305.0,314.0,207.0,102.0,12.843137254901961,6.676470588235294,3.0686274509803924
609,sj_316e79f75f6c5025,20,8,4,3197.0,1683.0,501.0,689.0,382.0,211.0,14.156398104265403,7.976303317535545,3.255924170616114
624,sj_3a4c8c83255e46c1,9,4,3,1362.0,656.0,316.0,355.0,226.0,86.0,14.848837209302326,7.616279069767442,4.1395348837209305
631,sj_b70544bb2a4174c9,18,7,5,3431.0,1750.0,601.0,824.0,435.0,183.0,17.75409836065574,9.562841530054644,4.502732240437158
632,sj_0807c5d45fba571c,9,4,3,2117.0,1036.0,448.0,509.0,331.0,106.0,18.9811320754717,9.754716981132075,4.7924528301886795
648,sj_2c094105190965b3,30,14,10,1482.0,719.0,320.0,357.0,241.0,68.0,20.808823529411764,10.573529411764707,5.235294117647059
651,sj_ef989a5a55e2f1d5,5,1,1,875.0,461.0,234.0,203.0,155.0,48.0,17.25,9.604166666666666,4.229166666666667
654,sj_43ee53dac7b29b17,25,12,9,1725.0,868.0,374.0,425.0,271.0,66.0,25.151515151515152,13.151515151515152,6.4393939393939394
679,sj_fc7162df9ef5a9b2,28,8,6,4373.0,2289.0,728.0,935.0,496.0,103.0,41.46601941747573,22.223300970873787,9.077669902912621
708,sj_93446b71f9a5e5ed,4,2,2,833.0,428.0,205.0,223.0,139.0,51.0,15.352941176470589,8.392156862745098,4.372549019607843
727,sj_8d0718554bc96383,9,4,3,1284.0,613.0,277.0,311.0,193.0,78.0,15.474358974358974,7.858974358974359,4.0
770,sj_8bad57adeae823fa,11,3,3,1039.0,530.0,262.0,257.0,185.0,57.0,17.24561403508772,9.298245614035087,4.508771929824562
781,sj_ca649622d6f86744,11,4,2,2648.0,1309.0,507.0,601.0,350.0,142.0,17.654929577464788,9.211267605633802,4.225352112676056
786,sj_714e0b923c261461,10,3,3,1071.0,516.0,247.0,253.0,181.0,49.0,20.877551020408163,10.510204081632653,5.122448979591836
788,sj_2d379cf5e46de660,12,4,2,3563.0,1743.0,635.0,755.0,460.0,242.0,13.727272727272727,7.202479338842975,3.1198347107438016
791,sj_d6105ca086b75eac,54,19,12,1797.0,870.0,370.0,458.0,283.0,108.0,15.648148148148149,8.037037037037036,4.222222222222222
797,sj_d3895cf7900feadc,29,7,3,1619.0,746.0,365.0,368.0,252.0,91.0,16.802197802197803,8.197802197802197,4.054945054945055
813,sj_c14009df0f8e6182,8,6,4,862.0,434.0,212.0,215.0,139.0,60.0,13.383333333333333,7.233333333333333,3.566666666666667
857,sj_934098e46fafcac7,26,11,5,2316.0,1182.0,490.0,558.0,345.0,53.0,42.716981132075475,22.28301886792453,10.50943396226415
858,sj_98784cc807c40d2f,31,15,8,1831.0,833.0,340.0,349.0,219.0,68.0,25.941176470588236,12.25,5.132352941176471
859,sj_6734754cfe39b00c,11,3,2,2738.0,1304.0,506.0,684.0,369.0,151.0,17.13907284768212,8.629139072847682,4.52317880794702
860,sj_840a0bcfd61f9ff9,12,4,3,4091.0,2198.0,608.0,806.0,374.0,215.0,18.032558139534885,10.213953488372093,3.7488372093023257
861,sj_15c521e9ec553170,12,4,2,779.0,374.0,211.0,182.0,145.0,52.0,14.0,7.1923076923076925,3.5
862,sj_3822ba2fd60f33e0,25,9,7,1305.0,595.0,290.0,320.0,217.0,67.0,18.492537313432837,8.880597014925373,4.776119402985074
863,sj_ed656c037235a4a9,20,9,5,3811.0,2088.0,663.0,838.0,440.0,165.0,22.1030303030303,12.642424242424243,5.078787878787879
864,sj_6b2d3f3756759ddc,24,9,5,1503.0,730.0,303.0,269.0,201.0,83.0,17.120481927710845,8.795180722891565,3.2409638554216866
865,sj_316e79f75f6c5025,20,8,4,3198.0,1684.0,503.0,689.0,383.0,211.0,14.161137440758294,7.981042654028436,3.255924170616114
866,sj_6bb4d0212582135f,24,8,5,3144.0,1659.0,489.0,674.0,372.0,206.0,14.266990291262136,8.053398058252426,3.262135922330097
883,sj_3225967415d23dea,14,5,3,754.0,367.0,212.0,214.0,152.0,49.0,14.408163265306122,7.489795918367347,4.36734693877551
884,sj_948fa7eb6036c793,16,8,4,555.0,274.0,178.0,137.0,114.0,34.0,15.352941176470589,8.058823529411764,4.029411764705882
885,sj_fc51f4dbf7232439,22,11,5,888.0,439.0,254.0,229.0,170.0,44.0,19.204545454545453,9.977272727272727,5.181818181818182
886,sj_18b0786c34825f31,12,4,3,1965.0,954.0,373.0,423.0,250.0,87.0,21.597701149425287,10.96551724137931,4.862068965517241
887,sj_3f162c72eb7213d8,15,6,4,738.0,356.0,218.0,208.0,156.0,37.0,18.972972972972972,9.621621621621621,5.621621621621622
888,sj_a894e230da466352,12,6,4,2986.0,1487.0,571.0,734.0,433.0,157.0,18.02547770700637,9.471337579617835,4.67515923566879
889,sj_c99ae3fae4f4645b,23,11,7,765.0,373.0,227.0,217.0,164.0,38.0,19.157894736842106,9.81578947368421,5.7105263157894735
890,sj_d0eedf3ad8d5f975,20,7,4,1008.0,477.0,244.0,260.0,183.0,73.0,12.821917808219178,6.534246575342466,3.5616438356164384
891,sj_72dcf82fafb999df,35,18,8,2281.0,1069.0,440.0,509.0,317.0,111.0,19.55855855855856,9.63063063063063,4.585585585585585
892,sj_df601aed522d81e7,28,11,5,2361.0,1203.0,506.0,575.0,358.0,56.0,41.17857142857143,21.464285714285715,10.25
893,sj_714e0b923c261461,10,3,3,1071.0,516.0,247.0,253.0,181.0,49.0,20.877551020408163,10.510204081632653,5.122448979591836
894,sj_c53ef88f92be875d,33,16,10,1138.0,529.0,252.0,293.0,181.0,93.0,11.24731182795699,5.688172043010753,3.150537634408602
